userid	genesymbol	genename	entrezgene
SLC6A5	SLC6A5	solute carrier family 6 member 5	9152
UBXN11	UBXN11	UBX domain protein 11	91544
NEXN	NEXN	nexilin F-actin binding protein	91624
LIN52	LIN52	lin-52 DREAM MuvB core complex component	91750
CD247	CD247	CD247 molecule	919
ZMYM5	ZMYM5	zinc finger MYM-type containing 5	9205
MTA2	MTA2	metastasis associated 1 family member 2	9219
LMBRD2	LMBRD2	LMBR1 domain containing 2	92255
CCPG1	CCPG1	cell cycle progression 1	9236
SPSB4	SPSB4	splA/ryanodine receptor domain and SOCS box containing 4	92369
GPR50	GPR50	G protein-coupled receptor 50	9248
DHRS3	DHRS3	dehydrogenase/reductase 3	9249
RPS6KA5	RPS6KA5	ribosomal protein S6 kinase A5	9252
WDR46	WDR46	WD repeat domain 46	9277
ZNF276	ZNF276	zinc finger protein 276	92822
SRSF11	SRSF11	serine and arginine rich splicing factor 11	9295
MS4A1	MS4A1	membrane spanning 4-domains A1	931
ASIC3	ASIC3	acid sensing ion channel subunit 3	9311
COPS2	COPS2	COP9 signalosome subunit 2	9318
UBE4A	UBE4A	ubiquitination factor E4A	9354
SLC22A6	SLC22A6	solute carrier family 22 member 6	9356
LONP1	LONP1	lon peptidase 1, mitochondrial	9361
RAB33A	RAB33A	RAB33A, member RAS oncogene family	9363
KL	KL	klotho	9365
SLC22A13	SLC22A13	solute carrier family 22 member 13	9390
ARHGAP29	ARHGAP29	Rho GTPase activating protein 29	9411
RP1L1	RP1L1	RP1 like 1	94137
SIGLEC6	SIGLEC6	sialic acid binding Ig like lectin 6	946
IL27RA	IL27RA	interleukin 27 receptor subunit alpha	9466
THEMIS2	THEMIS2	thymocyte selection associated family member 2	9473
ATG5	ATG5	autophagy related 5	9474
SLC4A8	SLC4A8	solute carrier family 4 member 8	9498
SCARB2	SCARB2	scavenger receptor class B member 2	950
GAL3ST1	GAL3ST1	galactose-3-O-sulfotransferase 1	9514
MRPL33	MRPL33	mitochondrial ribosomal protein L33	9553
H2AFY	H2AFY	H2A histone family member Y	9555
H6PD	H6PD	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase	9563
RNF7	RNF7	ring finger protein 7	9616
SH3PXD2A	SH3PXD2A	SH3 and PX domains 2A	9644
MICAL2	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2	9645
PLCH2	PLCH2	phospholipase C eta 2	9651
TTLL4	TTLL4	tubulin tyrosine ligase like 4	9654
KIAA0040	KIAA0040	KIAA0040	9674
KDM4A	KDM4A	lysine demethylase 4A	9682
GREB1	GREB1	growth regulation by estrogen in breast cancer 1	9687
PPP6R2	PPP6R2	protein phosphatase 6 regulatory subunit 2	9701
ST18	ST18	ST18, C2H2C-type zinc finger	9705
SART3	SART3	squamous cell carcinoma antigen recognized by T-cells 3	9733
PCDHA9	PCDHA9	protocadherin alpha 9	9752
RASSF2	RASSF2	Ras association domain family member 2	9770
EIF4A3	EIF4A3	eukaryotic translation initiation factor 4A3	9775
BMS1	BMS1	BMS1, ribosome biogenesis factor	9790
PTDSS1	PTDSS1	phosphatidylserine synthase 1	9791
TSC22D2	TSC22D2	TSC22 domain family member 2	9819
TRIM14	TRIM14	tripartite motif containing 14	9830
TESPA1	TESPA1	thymocyte expressed, positive selection associated 1	9840
MFAP3L	MFAP3L	microfibrillar associated protein 3 like	9848
KIAA0319	KIAA0319	KIAA0319	9856
CEP170	CEP170	centrosomal protein 170	9859
PSMD6	PSMD6	proteasome 26S subunit, non-ATPase 6	9861
POM121	POM121	POM121 transmembrane nucleoporin	9883
SV2A	SV2A	synaptic vesicle glycoprotein 2A	9900
KIF14	KIF14	kinesin family member 14	9928
XYLB	XYLB	xylulokinase	9942
OXSR1	OXSR1	oxidative stress responsive 1	9943
CRYZL1	CRYZL1	crystallin zeta like 1	9946
HS3ST3A1	HS3ST3A1	heparan sulfate-glucosamine 3-sulfotransferase 3A1	9955
FGF19	FGF19	fibroblast growth factor 19	9965
