userid	genesymbol	genename	entrezgene
ATG16L2	ATG16L2	autophagy related 16 like 2	89849
WDR34	WDR34	WD repeat domain 34	89891
MIDN	MIDN	midnolin	90007
EMILIN3	EMILIN3	elastin microfibril interfacer 3	90187
MPZL1	MPZL1	myelin protein zero like 1	9019
MAP3K14	MAP3K14	mitogen-activated protein kinase kinase kinase 14	9020
BAZ1B	BAZ1B	bromodomain adjacent to zinc finger domain 1B	9031
CTU1	CTU1	cytosolic thiouridylase subunit 1	90353
SAMD1	SAMD1	sterile alpha motif domain containing 1	90378
STARD13	STARD13	StAR related lipid transfer domain containing 13	90627
LRSAM1	LRSAM1	leucine rich repeat and sterile alpha motif containing 1	90678
CCT6A	CCT6A	chaperonin containing TCP1 subunit 6A	908
EIF1AY	EIF1AY	eukaryotic translation initiation factor 1A, Y-linked	9086
PIGQ	PIGQ	phosphatidylinositol glycan anchor biosynthesis class Q	9091
FMNL3	FMNL3	formin like 3	91010
AP5B1	AP5B1	adaptor related protein complex 5 beta 1 subunit	91056
MTMR6	MTMR6	myotubularin related protein 6	9107
ATP6V0D1	ATP6V0D1	ATPase H+ transporting V0 subunit d1	9114
SMC3	SMC3	structural maintenance of chromosomes 3	9126
LMF2	LMF2	lipase maturation factor 2	91289
TMEM259	TMEM259	transmembrane protein 259	91304
RCCD1	RCCD1	RCC1 domain containing 1	91433
SYNGR2	SYNGR2	synaptogyrin 2	9144
MYADM	MYADM	myeloid associated differentiation marker	91663
SCAF11	SCAF11	SR-related CTD associated factor 11	9169
ELMSAN1	ELMSAN1	ELM2 and Myb/SANT domain containing 1	91748
CHMP7	CHMP7	charged multivesicular body protein 7	91782
DDX21	DDX21	DExD-box helicase 21	9188
COG7	COG7	component of oligomeric golgi complex 7	91949
ZMYM4	ZMYM4	zinc finger MYM-type containing 4	9202
INTS4	INTS4	integrator complex subunit 4	92105
MTDH	MTDH	metadherin	92140
MTA2	MTA2	metastasis associated 1 family member 2	9219
TMEM129	TMEM129	transmembrane protein 129	92305
STRADA	STRADA	STE20-related kinase adaptor alpha	92335
CCPG1	CCPG1	cell cycle progression 1	9236
CD7	CD7	CD7 molecule	924
NUMBL	NUMBL	NUMB like, endocytic adaptor protein	9253
SHKBP1	SHKBP1	SH3KBP1 binding protein 1	92799
MED14	MED14	mediator complex subunit 14	9282
MS4A1	MS4A1	membrane spanning 4-domains A1	931
COPS2	COPS2	COP9 signalosome subunit 2	9318
TRIP12	TRIP12	thyroid hormone receptor interactor 12	9320
TRIP11	TRIP11	thyroid hormone receptor interactor 11	9321
GTF3C5	GTF3C5	general transcription factor IIIC subunit 5	9328
GTF3C4	GTF3C4	general transcription factor IIIC subunit 4	9329
CD22	CD22	CD22 molecule	933
TGM5	TGM5	transglutaminase 5	9333
EFTUD2	EFTUD2	elongation factor Tu GTP binding domain containing 2	9343
ARMC6	ARMC6	armadillo repeat containing 6	93436
TBCK	TBCK	TBC1 domain containing kinase	93627
PLAA	PLAA	phospholipase A2 activating protein	9373
GRHPR	GRHPR	glyoxylate and hydroxypyruvate reductase	9380
COG1	COG1	component of oligomeric golgi complex 1	9382
PIGS	PIGS	phosphatidylinositol glycan anchor biosynthesis class S	94005
SFXN1	SFXN1	sideroflexin 1	94081
ORMDL3	ORMDL3	ORMDL sphingolipid biosynthesis regulator 3	94103
MED27	MED27	mediator complex subunit 27	9442
QKI	QKI	QKI, KH domain containing RNA binding	9444
EIF2AK3	EIF2AK3	eukaryotic translation initiation factor 2 alpha kinase 3	9451
ARHGEF6	ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor 6	9459
RASAL2	RASAL2	RAS protein activator like 2	9462
IL27RA	IL27RA	interleukin 27 receptor subunit alpha	9466
ROCK2	ROCK2	Rho associated coiled-coil containing protein kinase 2	9475
EEF1E1	EEF1E1	eukaryotic translation elongation factor 1 epsilon 1	9521
POLR1C	POLR1C	RNA polymerase I subunit C	9533
NRG2	NRG2	neuregulin 2	9542
ENTPD6	ENTPD6	ectonucleoside triphosphate diphosphohydrolase 6 (putative)	955
SEC22B	SEC22B	SEC22 homolog B, vesicle trafficking protein (gene/pseudogene)	9554
CYTIP	CYTIP	cytohesin 1 interacting protein	9595
CD44	CD44	CD44 molecule (Indian blood group)	960
NCOR1	NCOR1	nuclear receptor corepressor 1	9611
NUP155	NUP155	nucleoporin 155	9631
ZNF592	ZNF592	zinc finger protein 592	9640
GCC2	GCC2	GRIP and coiled-coil domain containing 2	9648
MDC1	MDC1	mediator of DNA damage checkpoint 1	9656
IQCB1	IQCB1	IQ motif containing B1	9657
IPO13	IPO13	importin 13	9670
DEPDC5	DEPDC5	DEP domain containing 5	9681
KDM4A	KDM4A	lysine demethylase 4A	9682
VGLL4	VGLL4	vestigial like family member 4	9686
NUP93	NUP93	nucleoporin 93	9688
EDEM1	EDEM1	ER degradation enhancing alpha-mannosidase like protein 1	9695
PUM1	PUM1	pumilio RNA binding family member 1	9698
CD70	CD70	CD70 molecule	970
ESPL1	ESPL1	extra spindle pole bodies like 1, separase	9700
PPP6R2	PPP6R2	protein phosphatase 6 regulatory subunit 2	9701
AQR	AQR	aquarius intron-binding spliceosomal factor	9716
SECISBP2L	SECISBP2L	SECIS binding protein 2 like	9728
DCAF1	DCAF1	DDB1 and CUL4 associated factor 1	9730
DOCK4	DOCK4	dedicator of cytokinesis 4	9732
HDAC9	HDAC9	histone deacetylase 9	9734
KNTC1	KNTC1	kinetochore associated 1	9735
SETD1A	SETD1A	SET domain containing 1A	9739
ACAP1	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	9744
TCAF1	TCAF1	TRPM8 channel associated factor 1	9747
PIEZO1	PIEZO1	piezo type mechanosensitive ion channel component 1	9780
DHX38	DHX38	DEAH-box helicase 38	9785
CKAP5	CKAP5	cytoskeleton associated protein 5	9793
IST1	IST1	IST1, ESCRT-III associated factor	9798
IP6K1	IP6K1	inositol hexakisphosphate kinase 1	9807
CTIF	CTIF	cap binding complex dependent translation initiation factor	9811
KEAP1	KEAP1	kelch like ECH associated protein 1	9817
CUL7	CUL7	cullin 7	9820
TRIM14	TRIM14	tripartite motif containing 14	9830
MELK	MELK	maternal embryonic leucine zipper kinase	9833
LCMT2	LCMT2	leucine carboxyl methyltransferase 2	9836
ELMO1	ELMO1	engulfment and cell motility 1	9844
ZNF518A	ZNF518A	zinc finger protein 518A	9849
CEP170	CEP170	centrosomal protein 170	9859
MED24	MED24	mediator complex subunit 24	9862
LRBA	LRBA	LPS responsive beige-like anchor protein	987
URB1	URB1	URB1 ribosome biogenesis 1 homolog (S. cerevisiae)	9875
SMG7	SMG7	SMG7, nonsense mediated mRNA decay factor	9887
ZBED4	ZBED4	zinc finger BED-type containing 4	9889
TELO2	TELO2	telomere maintenance 2	9894
WASHC5	WASHC5	WASH complex subunit 5	9897
KLHL21	KLHL21	kelch like family member 21	9903
AP5Z1	AP5Z1	adaptor related protein complex 5 zeta 1 subunit	9907
RABGAP1L	RABGAP1L	RAB GTPase activating protein 1 like	9910
NCAPD2	NCAPD2	non-SMC condensin I complex subunit D2	9918
SEC16A	SEC16A	SEC16 homolog A, endoplasmic reticulum export factor	9919
PAN2	PAN2	PAN2 poly(A) specific ribonuclease subunit	9924
HELZ	HELZ	helicase with zinc finger	9931
MVP	MVP	major vault protein	9961
SLC23A2	SLC23A2	solute carrier family 23 member 2	9962
MED12	MED12	mediator complex subunit 12	9968
NUP153	NUP153	nucleoporin 153	9972
CCS	CCS	copper chaperone for superoxide dismutase	9973
REC8	REC8	REC8 meiotic recombination protein	9985
PPP4R1	PPP4R1	protein phosphatase 4 regulatory subunit 1	9989
